nom_centre      codi_centre     places_ofertades        assignacions_en_primera         assignacions_altres     naturalesa
Institut Escola Eixample	8077149	42	15	15	Públic
Institut Escola El Molí	8077964	20	13	5	Públic
Institut escola el Til·ler	8075669	40	30	2	Públic
Institut Escola Elisabets	8077484	21	18	1	Públic
Institut Escola Gornal	8076169	22	10	3	Públic
Institut Escola Llibertat	8076923	20	17	3	Públic
Institut Escola Lluís Millet	8076947	20	20	0	Públic
Institut Escola Londres	8077502	44	20	19	Públic
Institut Escola Maria Miret	8077940	22	0	1	Públic
Institut Escola Mirades	8077095	40	39	1	Públic
Institut Escola Pallaresa	8076480	21	17	3	Públic
Institut Escola Pere Lliscart	8076467	44	31	11	Públic
Institut Escola Plaça Comas	8077101	44	33	11	Públic
Institut Escola Projecte	8077952	21	21	0	Públic
Institut Escola Puig i Gairalt	8076935	43	39	3	Públic
Institut Escola Rafael Alberti	8076443	20	19	1	Públic
Institut Escola Rec Comtal	8072310	44	44	0	Públic
Institut Escola Sant Adrià de Besòs	8075384	40	30	0	Públic
Institut Escola Sicília	8077496	21	11	8	Públic
Institut escola Trinitat Nova	8075670	39	28	7	Públic
Institut Escola Turó de Roquetes	8072292	39	37	2	Públic
IPSE	8005761	40	22	3	Privat
IPSI	8009697	100	78	11	Privat
Jaume Balmes	8038867	25	23	0	Privat
Jesuïtes Gràcia - Kostka	8005370	84	44	2	Privat
Jesús i Maria	8004742	46	46	0	Privat
Jesús Maria	8000827	46	33	7	Privat
Jesús Maria	8007721	46	26	4	Privat
Jesús Maria	8003014	46	27	4	Privat
Jesús Maria	8003610	46	28	18	Privat
Jesús, Maria i Josep	8008462	63	46	4	Privat
Joan Pelegrí	8013640	63	44	18	Privat
Joan Roca 1953	8008036	23	22	1	Privat
Joan Roca Guipúzcoa	8044791	24	17	3	Privat
Joan XXIII	8018871	50	49	0	Privat
John Talabot	8032099	25	25	0	Privat
Josep Tous	8006143	50	37	3	Privat
L'Esclop-Passeig	8068240	21	16	2	Privat
L'Esperança	8008267	20	15	1	Privat
L'Horitzó	8039987	20	13	0	Privat
La Florida	8018376	25	20	1	Privat
La Merced	8005473	25	25	0	Privat
La Salle Bonanova	8003907	125	113	6	Privat
La Salle Comtal	8005102	42	30	7	Privat
La Salle Gràcia	8007032	20	20	0	Privat
La Salle Horta	8009934	42	27	6	Privat
Laia	8035842	21	13	3	Privat
Laietània	8001297	22	16	3	Privat
Lestonnac	8005394	63	49	5	Privat
Lestonnac	8001145	39	33	0	Privat
Lleó XIII	8005412	20	18	2	Privat
Lloret	8006477	21	19	0	Privat
Lope de Vega	8018273	18	12	4	Privat
López Torrejón	8000979	22	8	8	Privat
Lys	8004641	22	16	1	Privat
Madres Concepcionistas de la Enseñanza	8004900	20	14	2	Privat
Mafalda	8049646	25	25	0	Privat
Magnòlia	8052335	25	22	1	Privat
Magòria	8010821	25	22	3	Privat
Manent Rambla	8027766	22	19	3	Privat
Mare Alfonsa Cavín	8008309	25	24	1	Privat
Mare de Déu de l'Assumpció	8001108	75	39	2	Privat
Mare de Déu de la Salut	8000670	24	10	8	Privat
Mare de Déu de la Soledat	8008516	21	19	2	Privat
Mare de Déu de Núria	8007913	21	5	2	Privat
Mare de Déu del Coll	8010547	21	12	1	Privat
Mare de Déu del Roser	8005801	20	13	3	Privat
Mare de Déu del Roser Les Planes	8014449	12	1	0	Privat
Mare de Déu dels Àngels	8008371	63	60	3	Privat
Mare del Diví Pastor	8005114	21	13	0	Privat
Maria Ward	8001066	50	44	1	Privat
Maristes Champagnat	8000700	50	29	9	Privat
Maristes La Immaculada	8005564	63	70	0	Privat
Maristes Sants - les Corts	8006532	63	36	9	Privat
Mary Ward	8004018	25	8	0	Privat
Minguella	8001157	50	37	9	Privat
